,customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_segment,segment_result
69079,c5e1d73ae43d2c667eaeba149008223d,404,2,41.839999999999996,2,1,1,211,Hibernating
69094,c5ea6b40204131fb48bdf66d273d7f15,385,6,29.419999999999998,2,4,1,241,At risk
69099,c5edf8edb0b0818c314c063cb8445e79,251,2,38.9,3,1,1,311,About to sleep
69155,c6178bc9698c804aa6325efaabfd1b79,61,2,95.45,5,1,3,513,New customers
69181,c6306ac21fb4ae74e7c95593dd0ba5c3,412,2,207.7,2,1,5,215,Hibernating
69205,c6493ae5b5ae563a2a20a534dfd21cb8,172,2,76.86,4,1,2,412,Promising
69206,c64aa85df0994669e681545091d74b64,468,2,65.0,1,1,2,112,Hibernating
69212,c64e45fbd454c09b9960c3515484f0f4,400,4,65.53,2,2,2,222,Hibernating
69299,c69260ab73f00089fb5eb67e8cb0dc01,367,2,155.82000000000002,2,1,4,214,Hibernating
69316,c6a0d9feca03b4c670ffda33632acc15,154,2,126.68,4,1,4,414,Promising
69414,c6eb4bfdd1841047668242bbbb4c0f2f,378,2,64.09,2,1,2,212,Hibernating
69457,c7026d57df26599c48a4b41e6bb9a57a,74,2,107.22,5,1,3,513,New customers
69461,c704a251b5b82dd1600d4698fdaec3e8,48,2,143.49,5,1,4,514,New customers
69465,c7077d913fb62ff4361399a9f4683479,75,2,118.89,5,1,4,514,New customers
69494,c7212c6b00c93655491af0bddc4fd7e4,523,2,57.09,1,1,2,112,Hibernating
69588,c7714f993b003edee23b00277f8b8c23,136,2,113.55999999999999,4,1,3,413,Promising
69604,c77e6863cdbccae4fe453de9d000b858,51,2,54.63,5,1,2,512,New customers
69739,c7e04083bffe04edab6d27fb982dc6cc,471,13,186.92,1,5,5,155,Can't lose them
69784,c7fd81c103d8cf9d0eb4e33040df28e7,85,2,232.97,5,1,5,515,New customers
69796,c80bf3b981ce1e2f80110fe042e3e372,111,5,34.43,4,3,1,431,Potential loyalists
69812,c8173a3b6ff4af2ee9518742726055b6,316,5,99.69999999999999,2,3,3,233,At risk
69814,c81be245d79521ba879058295a8e7e24,236,2,86.83,3,1,3,313,About to sleep
69838,c829c9588cb430f3636a577bdfdde936,489,2,118.88,1,1,4,114,Hibernating
69848,c832d152c856c6728494bc3290aae7e9,352,2,156.1,2,1,4,214,Hibernating
69887,c850dfc9a3bc506054fd70113a026166,512,2,51.83,1,1,1,111,Hibernating
69895,c85790678eba7034f14f08ee44c67c21,119,5,119.15,4,3,4,434,Potential loyalists
69967,c88ab5ea9550d93be4e31243c7c8b7a2,216,2,90.88,3,1,3,313,About to sleep
69999,c8a2e9332221768c8df71f0936227a05,451,2,79.94,1,1,3,113,Hibernating
70024,c8b7d6f94ed82f63ec835ef1af699c1f,118,3,206.26,4,1,5,415,Promising
70052,c8cf892530797a54796ba8acf1209885,318,2,77.57000000000001,2,1,3,213,Hibernating
70059,c8d433700b1c338a728db9a6a4da19ec,345,2,167.29,2,1,4,214,Hibernating
70088,c8e3b79da2d592e9fca27d760f185588,179,2,82.0,4,1,3,413,Promising
70093,c8e53439446de62f0372c338f29b8c80,21,2,102.86000000000001,5,1,3,513,New customers
70113,c8f6c692a4e62702f5e636d2865dd447,525,3,53.919999999999995,1,1,2,112,Hibernating
70149,c90da9c377a0232004718a9fedf148c9,298,2,88.72,2,1,3,213,Hibernating
70169,c9211a09e264776a9be83b307ec11464,82,2,107.46000000000001,5,1,3,513,New customers
70202,c93e142e933bb44b34c4a1523308e4e4,277,2,68.66,3,1,2,312,About to sleep
70217,c945b259f3fbb068c27c9646a2f9a532,113,2,158.45,4,1,4,414,Promising
70224,c94b403e969aa3b0b9d09982a91d1b78,72,2,86.67,5,1,3,513,New customers
70229,c9507d688c7edb17caa9ee99a915a7ee,327,2,71.82000000000001,2,1,2,212,Hibernating
70281,c979635abb798dbf96b2077e0cd17d87,264,2,45.09,3,1,1,311,About to sleep
70286,c97dac991f2fb49d7734dce67c3292c9,425,3,364.78000000000003,1,1,5,115,Hibernating
70294,c98632bdc4c3bd2066cdea237cf8f468,120,12,63.58,4,5,2,452,Loyal customers
70355,c9aa2cf350508d7b3abe72c1c9b2d6ab,204,2,85.24,4,1,3,413,Promising
70357,c9acc9e10d24240e8ccedcacdf395bbd,344,2,264.91999999999996,2,1,5,215,Hibernating
70384,c9c09e59a1ee564817c859175707a123,308,2,69.03,2,1,2,212,Hibernating
70385,c9c0ac0ede68e7a4b8819c0dbb72eaca,326,2,106.85,2,1,3,213,Hibernating
70460,c9f269b214fba65e362387a75c60cb91,185,2,57.72,4,1,2,412,Promising
70559,ca454a420355c83f95fe93083dc31c81,526,2,33.51,1,1,1,111,Hibernating
70573,ca501f1553445b00533c1596108fbc32,228,2,117.85,3,1,4,314,About to sleep
70618,ca6daade283e024f6638daaef1dcb5fe,35,2,181.53,5,1,5,515,New customers
70716,cab529ea499b05123eeaf6901f7be818,171,3,63.16,4,1,2,412,Promising
70740,cac8086da9e69106699a14f7f9ae977a,534,2,94.97,1,1,3,113,Hibernating
70777,cae389249163795aa33fe9b7b28dc22b,192,2,77.89,4,1,3,413,Promising
70795,caed95700dcb091eeaac59a97fe0cb17,126,4,93.49,4,2,3,423,Potential loyalists
70800,caf4321dcdc977aa376dfd9167a84ef0,411,2,176.36,2,1,4,214,Hibernating
70836,cb0ff3021c7b4f63e2e80cb116569537,155,2,79.28999999999999,4,1,3,413,Promising
70904,cb3a230ca25e27dfc3e5209786bd29a9,225,2,128.47,3,1,4,314,About to sleep
70996,cb8191e2b558661f08d62db12abe6cd7,324,2,35.1,2,1,1,211,Hibernating
71001,cb84a812e3142018aebb16103a32485c,19,2,72.58,5,1,2,512,New customers
71056,cba8ac673c3f5b4fe32ab4b08f01e08f,574,2,40.72,1,1,1,111,Hibernating
71090,cbc1a4a40e7aa73b36fc4ba3e3bb663c,142,2,108.35,4,1,3,413,Promising
71094,cbc38fd363bb1b56f5afd2e56123c3a3,9,2,143.38,5,1,4,514,New customers
71144,cbec150ab167587d8cc2347cb7b92c8e,315,2,124.94,2,1,4,214,Hibernating
71180,cc0a94119a98f1c84c85dbcfc346a3d9,526,2,173.6,1,1,4,114,Hibernating
71197,cc12cc40c551d10e0122e34d2f0e1342,384,2,23.17,2,1,1,211,Hibernating
71306,cc680f5a69a1fa2b717acc340313c4e4,13,2,96.65,5,1,3,513,New customers
71341,cc872150beb54a70317bc37c1d62c9b5,296,2,42.41,2,1,1,211,Hibernating
71386,cca5d26d25eee25b59a3f801a6fe855e,19,2,40.28,5,1,1,511,New customers
71410,ccba8aa1f34a81093f829d4d778ea6d5,264,2,316.85,3,1,5,315,About to sleep
71513,cd0549937dd2e79fb141bf699fe2884c,307,2,29.09,2,1,1,211,Hibernating
71534,cd136d3ce441081cd15dff22714a5c59,493,3,114.77000000000001,1,1,4,114,Hibernating
71554,cd217889d9b238ed522888d8a52c8731,63,2,20.38,5,1,1,511,New customers
71561,cd241e892ac3082d6f1b45ca49ad158a,419,2,276.03,1,1,5,115,Hibernating
71562,cd24dfdff8d99033e3794d9b104c95d0,116,9,313.23,4,5,5,455,Loyal customers
71573,cd308a85bd46a37859726a36c43ba71f,148,2,58.22,4,1,2,412,Promising
71585,cd3cb8b79efc46cb1b80408d83834df1,283,2,57.58,3,1,2,312,About to sleep
71603,cd4798a175d55f962939a67e08f97934,482,2,123.89,1,1,4,114,Hibernating
71611,cd4b9c8352526eca79f174dfa228485b,457,2,76.81,1,1,2,112,Hibernating
71668,cd75b28ea8d1a20fcea43122a93c551c,558,3,71.03,1,1,2,112,Hibernating
71705,cd9273c83f993ff58ff733f8cb7af886,265,2,238.15,3,1,5,315,About to sleep
71723,cda21065f2893613f957663d963d1b67,407,2,188.37,2,1,5,215,Hibernating
71735,cdab12770ff06d22874eb69b43033d29,428,2,115.15,1,1,4,114,Hibernating
71747,cdb37e9afb983079b34b25f5eb73ab52,179,2,31.68,4,1,1,411,Promising
71795,cdd9ad4cda041fbe4deedf56eb6aa862,399,2,72.14,2,1,2,212,Hibernating
71857,ce0ae5c05efa10263bab504ec83c6a92,336,2,56.78,2,1,2,212,Hibernating
71862,ce0e1633afe65432677c653bac938c20,149,2,128.75,4,1,4,414,Promising
71878,ce189ff73aed087ab7393da0c12fa5d5,38,2,110.16,5,1,3,513,New customers
71879,ce1929eae3961965d4d792ba32023611,323,3,135.29000000000002,2,1,4,214,Hibernating
71913,ce2d5c4b99be6a81c3b3a9639d168d9a,175,2,188.78,4,1,5,415,Promising
71981,ce5e2dbebc82fdeb89bb35dfaddd56e2,404,2,83.2,2,1,3,213,Hibernating
71990,ce65d81faff1e65d08d331bfe6c0ad6e,242,2,147.31,3,1,4,314,About to sleep
72010,ce73ad60d4bfdb6196b9d6a058718394,219,2,165.3,3,1,4,314,About to sleep
72035,ce86321953a0e590bef64f5823dac5fd,358,3,40.1,2,1,1,211,Hibernating
72037,ce88121027e42c2e895f84a8f3ccd665,81,2,91.52999999999999,5,1,3,513,New customers
72055,ce9917011643785195fb96c64c8b8db9,148,2,27.78,4,1,1,411,Promising
72112,cec841303d49ca5ab4756e8fee1fc554,250,2,96.8,3,1,3,313,About to sleep
72144,ced8cf14f3a428194fe15bb151edec3d,534,2,83.06,1,1,3,113,Hibernating
72256,cf2e8218cb5e9206e72db2f2fe7d5b78,213,2,157.22,3,1,4,314,About to sleep
72296,cf514939041cb2b8724a3e685e2bb43b,9,2,157.34,5,1,4,514,New customers
72315,cf5c87f52f4f9d68b80bbaaea6afcb67,406,2,227.26999999999998,2,1,5,215,Hibernating
72337,cf6f93633e3f4c56949d0ea7ea1b14cc,540,2,110.3,1,1,3,113,Hibernating
72383,cf8e348c6494786b1090cc70f23b2e5f,151,2,274.85,4,1,5,415,Promising
72402,cf9df4b26b449f217680aed3ca61277d,324,5,52.1,2,3,2,232,At risk
72409,cfa1bf7979ca765e0012d58ddfeb6333,274,2,39.6,3,1,1,311,About to sleep
72411,cfa2494edba0a27c258d43d40f190a4b,470,2,126.83,1,1,4,114,Hibernating
72427,cfaee97e3b62357ef1c296faa8553d76,291,2,20.78,3,1,1,311,About to sleep
72481,cfde02285501dd3c859b36322fccdab4,464,2,177.75,1,1,5,115,Hibernating
72505,cff157deadf46de66ac1eb7ead76deb0,225,7,276.9,3,4,5,345,Loyal customers
72532,d0059e82d12bd59f23e4e09b322e8d57,205,2,134.28,4,1,4,414,Promising
72568,d018e6ca1b199645c9074c8aa0377729,47,2,113.87,5,1,3,513,New customers
72608,d02dd1853ff4c18315adcae9b9340446,74,3,31.82,5,1,1,511,New customers
72695,d06f29dd67e263d2bc2e00c2cac53025,58,2,79.08,5,1,3,513,New customers
72716,d07d27e6b9264d32b36661ace1319d53,286,2,266.09000000000003,3,1,5,315,About to sleep
72725,d082b7a7c2aa758ce7a11c5d78b372ce,175,2,66.98,4,1,2,412,Promising
72832,d0dd4d814496baab67aa8169452c7389,428,2,49.09,1,1,1,111,Hibernating
72882,d101df6a75bb39768e2dab7ce5dc125f,512,2,198.7,1,1,5,115,Hibernating
72902,d11524bb77c28efad04e4467eac8a660,393,2,155.18,2,1,4,214,Hibernating
72906,d11670a96c9b879a92a4783a707a20d4,256,2,124.87,3,1,4,314,About to sleep
72916,d11cf65608cde4907102879070a75f70,364,2,96.53999999999999,2,1,3,213,Hibernating
72952,d134e0c1f138c383dbbaec56a8146a96,376,2,291.21000000000004,2,1,5,215,Hibernating
72974,d147a2516941f9b1fa511da01902a86b,26,2,73.28999999999999,5,1,2,512,New customers
73033,d16ddf649debf65863ac0f1738584de9,66,2,30.69,5,1,1,511,New customers
73081,d18cd4e15b74421f0bedb7bc0db2ed2c,82,2,104.98,5,1,3,513,New customers
73089,d19766c98ec819e36dc3d8db0491f72f,367,2,28.17,2,1,1,211,Hibernating
73138,d1be87b387dc03c20f9429e6390e6f25,123,2,136.6,4,1,4,414,Promising
73156,d1c7f1091325d6c6dd7c4512b6ded91f,103,2,117.11999999999999,5,1,4,514,New customers
73201,d1ea705f2fdd8f98eff86c2691652e60,63,14,529.55,5,5,5,555,Champions
73212,d1ef71e148b75e215508ded729470fff,209,3,79.05,3,1,3,313,About to sleep
73245,d2086bed6bec231d8db6a6158cc4b407,235,2,59.6,3,1,2,312,About to sleep
73257,d2111f30f2a2b44bf80aef23b2b39641,203,2,143.34,4,1,4,414,Promising
73268,d21a1b30f682a1faa9cccc16d674eacf,131,2,200.47,4,1,5,415,Promising
73289,d2292bd5e20f916bcd821edcbd8a4c97,306,2,78.95,2,1,3,213,Hibernating
73295,d22f25a9fadfb1abbc2e29395b1239f4,108,4,222.3,5,2,5,525,Potential loyalists
73337,d24c27408a4944c4e2b0397495ea2b8b,196,2,87.8,4,1,3,413,Promising
73383,d26e457780ad52f84e0125b43814c02e,263,2,36.78,3,1,1,311,About to sleep
73395,d27812f504d4415e126b6fba33f631d0,319,2,60.63,2,1,2,212,Hibernating
73419,d28c36430bfa1b23f6ffc7f9343d3f3c,425,2,117.94,1,1,4,114,Hibernating
73451,d2a88d4cd954a41795819308c136a315,241,2,63.33,3,1,2,312,About to sleep
73526,d2e0e7fa94fbf4e2a54f40fa1dbb13fe,245,2,32.0,3,1,1,311,About to sleep
73528,d2e283df85b37eeb1cf37fc3416a2686,418,2,190.32999999999998,1,1,5,115,Hibernating
73593,d311c628443ba6c53505941a0e1b183b,379,2,64.62,2,1,2,212,Hibernating
73689,d358024dec4f6978797c2b67f1acd4b3,103,4,38.19,5,2,1,521,Potential loyalists
73748,d376e6706fefb872f640b60550d25323,478,2,41.75,1,1,1,111,Hibernating
73776,d3899636621793bce495e52632ae5b2e,497,2,67.54,1,1,2,112,Hibernating
73806,d3a6b2cfce40a4817ca0224808197e58,412,4,21.81,2,2,1,221,Hibernating
73815,d3a9e9011a910ed8c3b29086a2eae256,404,2,135.95,2,1,4,214,Hibernating
73838,d3b38af3b96edca0fb37ce0da53bfd3c,173,6,28.19,4,4,1,441,Loyal customers
73880,d3d565c549416cbaa1e1df82e0cd3a3c,124,5,327.17,4,3,5,435,Potential loyalists
73912,d3e82ccec3cb5f956a38d96c057ceaae,529,5,598.75,1,3,5,135,At risk
73935,d3fa29ddb32982917d99b75a422e7e2a,278,2,97.08999999999999,3,1,3,313,About to sleep
74016,d4393ba8ed1362c5f26246aa6a2676fd,47,5,92.6,5,3,3,533,Potential loyalists
74065,d45f5ececd49006ee69bd7e852bb26bd,334,2,204.35000000000002,2,1,5,215,Hibernating
74253,d4ebbee7431569112582d78aaaf767e2,135,2,41.86,4,1,1,411,Promising
74279,d4fe22646489eb78a9993e0a312ffbee,526,2,51.419999999999995,1,1,1,111,Hibernating
74300,d50f3acc865789f7e54e26595c5574d1,403,3,168.49,2,1,4,214,Hibernating
74424,d56c72083ae950d9e0be19333795e7cd,159,2,50.05,4,1,1,411,Promising
74494,d59dcf5325c3705b89e66b28aec164e1,467,2,157.13,1,1,4,114,Hibernating
74528,d5b654ad125240f776182b4a37ca4b29,219,2,165.3,3,1,4,314,About to sleep
74554,d5cce1356cc5c40b9cfe74732b8eb960,243,2,105.86,3,1,3,313,About to sleep
74609,d5f4f578c881aaffbda3612ca54f74a1,308,2,85.24,2,1,3,213,Hibernating
74681,d621d7e38d772ec39f30e6cf2329d708,395,2,51.05,2,1,1,211,Hibernating
74696,d62e2a8953cee3aee784eeeb86287166,250,2,67.62,3,1,2,312,About to sleep
74715,d63781bc2b6553205f2670580b30f9aa,375,2,169.11,2,1,4,214,Hibernating
74726,d63ebc611617ecd6acb37f274224062d,306,2,169.28,2,1,4,214,Hibernating
74766,d660cc394eb24b0a1fbf68174a1531e3,350,2,162.24,2,1,4,214,Hibernating
74781,d66a1a4d6834da22157f93d8f7640a2a,205,2,121.39,4,1,4,414,Promising
74795,d679f47ffdfa4ae1aec64bdae506be76,138,2,59.230000000000004,4,1,2,412,Promising
74798,d67b2814a012ad6435baab03fd78c52d,219,2,118.63,3,1,4,314,About to sleep
74819,d688f50c4d01239dd578a2a79beba7bd,71,3,62.650000000000006,5,1,2,512,New customers
74853,d6a855553de81fa086a4d6dc6d414a26,154,2,114.53,4,1,3,413,Promising
74876,d6b8d52c4a09c762dcd7e57533768f91,487,2,292.47,1,1,5,115,Hibernating
74919,d6dd924c65c66ad52e7cf5983c18f800,451,2,191.75,1,1,5,115,Hibernating
74955,d6f64ae60a50240b7d2dfb4bab157856,237,2,249.29,3,1,5,315,About to sleep
74962,d6fb5169197b4c8425c26e087f268bae,202,2,74.18,4,1,2,412,Promising
74985,d70e5eac00a9d35a3cb193442c0287cd,587,2,50.589999999999996,1,1,1,111,Hibernating
75001,d718bbc92e7bf1c4864ca7c8538831d1,74,2,116.8,5,1,4,514,New customers
75017,d721c06ffc4de876976100c345ce24ad,196,2,27.77,4,1,1,411,Promising
75023,d722da5879a40dcc6a68bdeb5de48f99,176,3,105.65,4,1,3,413,Promising
75047,d7342522c8c12afa8013c3fe8346a140,187,2,41.75,4,1,1,411,Promising
75062,d73bc399856931c0621a35d59564f00b,229,2,141.88,3,1,4,314,About to sleep
75081,d74802c9d51f1b7325b03f595ebe85e6,441,2,123.69,1,1,4,114,Hibernating
75083,d7486ca3a453d8a2258144e41c9aad91,63,2,52.92999999999999,5,1,2,512,New customers
75092,d750ae01f955a2ee39b07ad92760cbc0,123,2,47.94,4,1,1,411,Promising
75139,d77ebe747b95a93530d2b99f2b2922a6,422,2,160.79,1,1,4,114,Hibernating
75189,d7a47aea87566367c4ba92514666bad0,255,2,47.19,3,1,1,311,About to sleep
75213,d7bcf7eb4974e8da00d2107856aa0f5a,382,2,218.64,2,1,5,215,Hibernating
75248,d7d395c0faef4d563b081f146512a0b2,295,2,39.69,2,1,1,211,Hibernating
75267,d7e165ba90f233742894011d725448c1,221,2,106.08,3,1,3,313,About to sleep
75273,d7e491aa011edd106624e71e844f2f4b,161,2,191.79,4,1,5,415,Promising
75294,d7f3c5688f1d04e1af261ce65b5540c6,303,2,193.96,2,1,5,215,Hibernating
75302,d7f9a21f975d9f10081a6ba5ca621954,410,2,147.38,2,1,4,214,Hibernating
75312,d8047cc20d272535020af8678556c2c4,22,2,224.06,5,1,5,515,New customers
75339,d81c79479192992a07033707560d6598,48,2,224.01999999999998,5,1,5,515,New customers
75348,d81fce5f1e831085b9d464bc6172ee7a,78,2,95.2,5,1,3,513,New customers
75362,d829dcbbc1ddabd3a91c20b64e2ce5d8,370,2,37.72,2,1,1,211,Hibernating
75390,d842843c08c46c76816b2a4fc293a7a2,272,3,58.61,3,1,2,312,About to sleep
75435,d8625017429f160bd561b8a77715ce22,494,2,98.89999999999999,1,1,3,113,Hibernating
75442,d866a4ec44fa725695311a8021e83c3f,142,2,53.19,4,1,2,412,Promising
75460,d870167097156772b8af23d558b4faa7,19,2,75.51,5,1,2,512,New customers
75466,d875cdbfacf9d0e5aecaf6d2a9d77f9d,33,4,107.02000000000001,5,2,3,523,Potential loyalists
75495,d887f5d3f0d496a8c4f7814ffe7048de,438,2,158.13,1,1,4,114,Hibernating
75499,d88a582259b2c0a9605d0ede35c62773,351,2,91.1,2,1,3,213,Hibernating
75501,d88e09419b67d9e3b3870edcec90b34a,294,2,145.2,2,1,4,214,Hibernating
75606,d8d77a2b743c3bb40884334bb157954d,47,2,28.94,5,1,1,511,New customers
75609,d8daedee5a8e83272a2806c5a4e212a6,379,2,65.71000000000001,2,1,2,212,Hibernating
75630,d8e8abfdd5595791e6839dd57db99559,496,2,394.52,1,1,5,115,Hibernating
75701,d925369aaf494a6797ef53c9f8cb6c30,284,2,208.76999999999998,3,1,5,315,About to sleep
75730,d93c4debe6b53c79a03f1d13da6e5b9b,172,2,129.64,4,1,4,414,Promising
75755,d9579365eb6cfb3906a6b2587a966f9b,33,2,87.38000000000001,5,1,3,513,New customers
75765,d95e632cc60a0edb70179c336f056582,104,2,87.32,5,1,3,513,New customers
75785,d96c9c329a257073367403d54b03d1b5,34,2,88.09,5,1,3,513,New customers
75788,d96e56d19ecb5dbab5dcf308b5896258,225,2,163.68,3,1,4,314,About to sleep
75791,d9706fd1a7a6464dfec945b5bd3d40fb,194,2,189.37,4,1,5,415,Promising
75880,d9b20c419765754169295dc0aed6da34,150,2,91.38,4,1,3,413,Promising
75925,d9d16f838d9b54ce3beeb5ba6e5793cc,260,2,130.56,3,1,4,314,About to sleep
75946,d9e2713ce1636a2e4987b42b58af0ca9,357,2,195.87,2,1,5,215,Hibernating
76033,da2124f134f5dfbce9d06f29bdb6c308,328,2,106.79,2,1,3,213,Hibernating
76039,da27c0954190ae4e95f4cf1fc0c101e8,12,2,142.65,5,1,4,514,New customers
76051,da338d46857a5eb4eef98d487b841137,79,2,53.96,5,1,2,512,New customers
76069,da42c4f5f48db6c2e09ae4fef214098a,65,2,200.54000000000002,5,1,5,515,New customers
76101,da5bd8e328c797b2d8f4d7199d5e94d5,253,2,156.51,3,1,4,314,About to sleep
76140,da74cd40047f4f55fd1d092618d0741c,132,2,117.47,4,1,4,414,Promising
76161,da820f92e794fd43b2806f52cf2f2109,417,4,158.13,1,2,4,124,Hibernating
76182,da92f5d6dd82e8a889b83778f6f6aa26,531,2,57.72,1,1,2,112,Hibernating
76190,da9bab96fdd118c15297a11043d7b747,188,2,60.85,4,1,2,412,Promising
76194,da9d48cb8449edad3619186b3dd0c180,16,3,17.380000000000003,5,1,1,511,New customers
76334,db020f723e4bc1be8a09d3f47cf2c94c,169,2,163.89,4,1,4,414,Promising
76427,db4184568ca754f6639d2d5c23578d27,402,2,76.08,2,1,2,212,Hibernating
76463,db6054a501afc119137d3b7ba547aa30,58,2,63.49,5,1,2,512,New customers
76481,db6e5ae977b1bf6f0dd591cf101e73f1,105,2,229.06,5,1,5,515,New customers
76488,db76ebd0d51c2b3cc44d84cd6df46336,173,3,165.83999999999997,4,1,4,414,Promising
76528,db9fca3fe54ebcbdb9ccf151ab539a1c,168,2,77.28999999999999,4,1,2,412,Promising
76534,dba4de664261c717944311ec85f888ab,7,2,54.49,5,1,2,512,New customers
76540,dbab122afe1a7ac161c29bc789f595d1,422,2,35.09,1,1,1,111,Hibernating
76558,dbb68cef9a37ab412a671c35ef258d33,161,2,127.15,4,1,4,414,Promising
76617,dbe90c26448a3f8ff01b364f5b1e12a2,273,2,153.32,3,1,4,314,About to sleep
76645,dbf97c157f82439aa4e22e65e10ae811,331,5,88.72,2,3,3,233,At risk
76669,dc0ac1aef635298b6a835b090dd7edf7,569,2,91.45,1,1,3,113,Hibernating
76671,dc0bd4e5d1e706773e212bd572996ec9,574,2,377.53,1,1,5,115,Hibernating
76692,dc17fd90aa1a2ba097e0b0f428934fb4,351,2,39.010000000000005,2,1,1,211,Hibernating
76732,dc2c3e66bb0a33afc1abd179a7e7b42f,456,2,127.44,1,1,4,114,Hibernating
76743,dc32f9add7f63d48c4cd2b6956e55380,285,2,91.94,3,1,3,313,About to sleep
76744,dc34271abde757d3d9bde8b1ff3ae823,105,2,37.129999999999995,5,1,1,511,New customers
76755,dc3daad47c0792f3bd4366246a7955dc,240,2,106.87,3,1,3,313,About to sleep
76775,dc51d4a03b2448771b76837517052d68,262,2,254.22,3,1,5,315,About to sleep
76820,dc7302a83e9681f614bb59a515df38b3,581,2,60.86,1,1,2,112,Hibernating
76862,dc8e6ccac31532ee49da91a604124a76,395,2,82.7,2,1,3,213,Hibernating
76873,dc9919c18e50e3160afe68a91cfcbc6a,361,2,51.84,2,1,1,211,Hibernating
76879,dc9ccc5a17a293fa6ba72ff608436367,539,2,79.62,1,1,3,113,Hibernating
76913,dcb6e7bc4e65d815025d0aa14349a4ca,275,3,413.16999999999996,3,1,5,315,About to sleep
76924,dcbf701e4ac18e01395ca9e6267e642d,478,2,190.77,1,1,5,115,Hibernating
76964,dcdd2033f19ef7bcacdf2e683c8f2e65,411,7,263.47,2,4,5,245,At risk
76999,dcf28d347a6e85c7c92db5579b08ef05,44,2,22.380000000000003,5,1,1,511,New customers
77037,dd0f18b4fe0b74763df877469e7569f2,452,2,64.1,1,1,2,112,Hibernating
77040,dd11273e6cc22bcc6eb8258d902cb5bd,224,2,95.22999999999999,3,1,3,313,About to sleep
77050,dd171c5cd21429f0a17605d2428d2bf0,363,3,40.01,2,1,1,211,Hibernating
77086,dd340f55b79392c58be2ee54c2004c26,582,2,44.739999999999995,1,1,1,111,Hibernating
77091,dd38c2b4e7c7546dd95a541d494d5fc3,287,2,48.34,3,1,1,311,About to sleep
77158,dd747ee25e233b5cd6285d65972b7b7b,509,3,278.21000000000004,1,1,5,115,Hibernating
77165,dd7bbbf2e47b1e2ad68a2b18ce71b185,561,2,49.52,1,1,1,111,Hibernating
77175,dd839293c72a7bb6ade8b5af293ad2d7,362,2,212.81,2,1,5,215,Hibernating
77237,ddab4bfc18971652ddc9d033e424af1a,443,2,130.1,1,1,4,114,Hibernating
77247,ddb3130ade3920265203853e3885d9f0,160,2,282.4,4,1,5,415,Promising
77274,ddcf0c5826937e7ebade722769b2e100,519,4,85.6,1,2,3,123,Hibernating
77280,ddd3b9ce8e10bc277c120c9a7bb007ac,349,2,73.34,2,1,2,212,Hibernating
77293,ddde18c40e57d5ef652ddd12059076e3,11,2,45.69,5,1,1,511,New customers
77325,ddf7f01125cf17e84de173d4d8112035,212,2,160.8,3,1,4,314,About to sleep
77385,de29a2c594d88f6e10fc329bf72d5774,279,2,36.35,3,1,1,311,About to sleep
77401,de3e67c69d744169029b17ee09040116,446,3,25.689999999999998,1,1,1,111,Hibernating
77412,de43c91b27ac6a591f999040a7ee9342,27,2,223.54000000000002,5,1,5,515,New customers
77417,de481cb60487d1171ef850f3d818467c,183,7,163.81,4,4,4,444,Loyal customers
77434,de5411657929e994c0100062f9a7d61d,329,4,77.57000000000001,2,2,3,223,Hibernating
77492,de832e8dbb1f588a47013e53feaa67cc,457,15,740.76,1,5,5,155,Can't lose them
77585,deccef8e76b297c735efd35686db0bf9,204,2,108.0,4,1,3,413,Promising
77624,deecde363ad6408bbfc7b40e97a7ca01,172,2,54.58,4,1,2,412,Promising
77631,deeffd0ed94f3f4edeaf96a13efce71a,350,2,139.60999999999999,2,1,4,214,Hibernating
77642,def3ed0f77bde2dcb023d0249835e92a,153,2,129.31,4,1,4,414,Promising
77648,def59716cc3f5bd8f7b45e5e92f354fb,124,2,67.28999999999999,4,1,2,412,Promising
77658,defc96df9b7447d38ecab4d7b302219f,63,2,35.230000000000004,5,1,1,511,New customers
77678,df08460daeba386017003beed23b4871,380,2,107.78,2,1,3,213,Hibernating
77711,df2589f419382084e51fe8b2215c10c3,380,2,154.58,2,1,4,214,Hibernating
77713,df2660497087c34c3d0125f7c252a62c,217,2,241.93,3,1,5,315,About to sleep
77719,df2bae9cf7a0caac49c44889325bb29c,274,3,122.19,3,1,4,314,About to sleep
77774,df5ddbc77e3bbc88b8fe3b62b8f60f11,450,3,71.14,1,1,2,112,Hibernating
77869,dfa47dbf18628970fbfba709ee9354ab,219,2,117.85000000000001,3,1,4,314,About to sleep
77904,dfbfddf21e93f87163d8695b85506112,372,3,36.75,2,1,1,211,Hibernating
77924,dfd264259bc12c0eacb0fd8c51d6a09c,376,2,45.0,2,1,1,211,Hibernating
77997,e0133a5e6d476583f3ae4617106c376c,239,2,109.89,3,1,3,313,About to sleep
78003,e019ee7f821108995f53fcacc264dc51,219,2,135.05,3,1,4,314,About to sleep
78045,e0371feeca60d2f50eedb7a969eff167,21,2,184.49,5,1,5,515,New customers
78131,e0760d6de182bf294c6a3896fab8d14e,221,2,40.38,3,1,1,311,About to sleep
78287,e0ef4d2528118e7e4798cfac790e0afe,203,2,115.78,4,1,4,414,Promising
78360,e121c88ab9ef77fb3ee49328781bb5c9,245,2,45.64,3,1,1,311,About to sleep
78404,e13dd3f5bb12b741263db05564de3f13,404,9,117.85,2,5,4,254,Can't lose them
